,protein.Accession,gene_symbol,pred_prob,protein_probability,soft_label,hard_label,mRNA_TPM,degree
1073,Q8WUT9,SLC25A43,0.28023970127105713,0.0,0.130211798,0.0,1.940962216,5.247927513443585
1074,P58499,FAM3B,0.20947884023189545,0.0,0.725331282,1.0,0.980409753,4.247927513443585
1076,Q8NGT1,OR2K2,0.2205296903848648,0.0,0.0,0.0,0.0,3.807354922057604
1077,Q6ZYL4,GTF2H5,0.6482948064804077,0.859585401,0.0,0.0,2.219649225,7.475733430966398
1078,Q9NR31,SAR1A,0.9375196695327759,0.999998474,0.999999988,1.0,3.638777679,5.754887502163468
1079,Q9Y5U2,TSSC4,0.157033771276474,0.0,0.237481704,0.0,4.88330167,6.20945336562895
1082,P02728,0,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1083,Q96KV7,WDR90,0.3679817318916321,0.21243259,0.751655413,1.0,5.430898707,7.149747119504682
1085,O15554,KCNN4,0.13091614842414856,0.0,0.813173788,1.0,4.427459448,0.0
1086,Q9BR09,NEURL2,0.15200485289096832,0.0,0.170620373,0.0,3.584295078,5.087462841250339
1087,Q9NR46,SH3GLB2,0.9366604089736938,0.999950499,0.733887811,1.0,4.068357016,5.129283016944966
1088,Q7Z402,TMC7,0.15496841073036194,0.0,0.167901134,0.0,1.895888747,2.321928094887362
1090,Q96GX8,C16orf74,0.3146461844444275,0.0,0.240353703,0.0,0.36518807,3.169925001442312
1091,P07947,YES1,0.9245669841766357,0.997636606,0.897447934,1.0,5.091056566,7.044394119358453
1094,Q719I0,AHSA2P,0.13091614842414856,0.0,0.207414459,0.0,4.734216435,0.0
1096,Q7Z443,PKD1L3,0.18239174783229828,0.227094288,0.267302254,0.0,0.032684553,5.044394119358453
1097,P61968,LMO4,0.14480498433113098,0.0,0.145979524,0.0,4.250714281,3.807354922057604
1098,E2RYF6,MUC22,0.1572076380252838,0.130860879,0.111505909,0.0,0.0,4.754887502163468
1100,Q9UK12,ZNF222,0.13091614842414856,0.0,0.211774159,0.0,1.372279246,0.0
1101,Q5BKY1,LRRC10,0.14568661153316498,0.0,0.126925643,0.0,0.0,5.727920454563199
1102,Q9NVE5,USP40,0.3202480375766754,0.545246623,0.70686094,1.0,2.329551973,5.087462841250339
1103,Q01362,MS4A2,0.1454576700925827,0.0,0.0,0.0,0.032424361,6.475733430966398
1106,Q12908,SLC10A2,0.13861288130283356,0.0,0.10767298,0.0,0.072333414,6.022367813028454
1107,P56182,RRP1,0.15998615324497223,0.0,0.972978797,1.0,4.203594484,7.882643049361842
1110,Q9UHA4,LAMTOR3,0.9347836971282959,0.996345362,0.995953766,1.0,2.728996452,6.78135971352466
1111,Q9NYU2,UGGT1,0.9379127025604248,0.998719355,0.999997337,1.0,2.522073499,6.523561956057013
1113,Q3KP31,ZNF791,0.15465985238552094,0.0,0.101284138,0.0,2.993639595,3.321928094887362
1114,Q7Z3Z2,RD3,0.1515163630247116,0.0,0.082382734,0.0,0.0,5.554588851677638
1115,Q96F86,EDC3,0.13091614842414856,0.0,0.921082662,1.0,1.567918035,0.0
1116,Q0VAF6,SYCN,0.14857201278209686,0.0,0.0,0.0,0.0,4.807354922057604
1118,P62826,RAN,0.9397258758544922,0.999999873,0.999999877,1.0,6.757858947,8.312882955284355
1119,Q8J025,APCDD1,0.19547230005264282,0.311374744,0.162338764,0.0,0.0,4.754887502163468
1120,A0A0A0MT89,IGKJ1,0.13091614842414856,0.0,0.0,0.0,2.311588942,0.0
1122,E5RG02,PRSS46P,0.13091614842414856,0.0,0.235340472,0.0,0.0,0.0
1124,O00337,SLC28A1,0.15333198010921478,0.0,0.204037712,0.0,0.104376066,5.169925001442312
1125,P12694,BCKDHA,0.3072481155395508,0.0,0.938776306,1.0,1.230870153,7.044394119358453
1126,Q8TAV0,FAM76A,0.13091614842414856,0.0,0.299653344,0.0,1.68295243,0.0
1128,Q0VDG4,SCRN3,0.21578578650951385,0.408220984,0.713445058,1.0,1.10438995,3.169925001442312
1129,Q53FP2,TMEM35A,0.1866103559732437,0.0,0.083570716,0.0,0.0,3.0
1130,Q3LHN2,KRTAP19-2,0.1372978687286377,0.0,0.0,0.0,0.0,4.0
1132,Q8TB96,ITFG1,0.19144749641418457,0.0,0.708468634,1.0,1.307864671,4.584962500721156
1134,B1ATL7,PRR32,0.14397266507148743,0.0,0.226938389,0.0,0.0,4.0
1135,O75528,TADA3,0.3196626603603363,0.434002628,0.250932427,0.0,4.18307206,7.22881869049588
1136,P28476,GABRR2,0.1909037083387375,0.149659493,0.194526057,0.0,0.10984536,4.392317422778761
1143,P48444,ARCN1,0.9386759400367737,0.999666678,0.998939523,1.0,3.878955645,7.139551352398794
1146,P60006,ANAPC15,0.8289365172386169,0.979958737,0.0,0.0,4.1185641,0.0
1147,Q92730,RND1,0.2316996455192566,0.551214849,0.235044215,0.0,4.442649843,6.807354922057604
1152,P57771,RGS8,0.1563137173652649,0.0,0.189299257,0.0,0.0,6.523561956057013
1153,P17948,FLT1,0.607116162776947,0.984103791,0.748993018,1.0,0.523070414,8.049848549450562
1155,Q06265,EXOSC9,0.1876569390296936,0.0,0.902237355,1.0,3.197672491,7.417852514885898
1156,Q13477,MADCAM1,0.20473842322826385,0.130717592,0.133101494,0.0,0.117629284,6.108524456778169
1157,Q05925,EN1,0.1448952704668045,0.0,0.268061132,0.0,0.0,5.78135971352466
1158,Q9HB14,KCNK13,0.14664340019226074,0.0,0.062314429,0.0,0.136836106,4.321928094887363
1159,Q9P0S2,COX16,0.20156362652778625,0.0,0.140652477,0.0,1.208838152,5.357552004618084
1162,Q6ZN92,0,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1163,Q9Y2E4,DIP2C,0.3340330421924591,0.391324775,0.71988848,1.0,0.022414065,5.954196310386875
1164,P62072,TIMM10,0.16569733619689941,0.0,0.776665903,1.0,4.727561457,7.285402218862249
1166,B7Z8K6,TRDC,0.13091614842414856,0.0,0.050682467,0.0,1.210807121,0.0
1168,Q01105,SET,0.9360173344612122,0.999999753,0.999999949,1.0,6.336472124,6.658211482751795
1169,Q9Y6W8,ICOS,0.22041597962379456,0.14036208,0.0,0.0,0.484594452,7.954196310386875
1170,Q6IF99,OR10K2,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1171,Q02575,NHLH1,0.14627328515052795,0.0,0.210383502,0.0,0.341951972,5.129283016944966
1174,Q9NYN1,RASL12,0.4718756079673767,0.897220888,0.097487292,0.0,0.159421772,3.169925001442312
1177,O95208,EPN2,0.935508668422699,0.999727052,0.872377517,1.0,0.965002825,7.098032082960526
1178,Q96MC6,MFSD14A,0.1792690008878708,0.421327332,0.104226195,0.0,0.538287406,4.754887502163468
1180,Q96LP2,FAM81B,0.13784949481487274,0.0,0.273449092,0.0,0.005676157,4.857980995127572
1182,Q6ZUS6,CCDC149,0.13091614842414856,0.0,0.276117597,0.0,0.234755799,0.0
1183,Q01130,SRSF2,0.938843309879303,0.999999997,0.999999964,1.0,7.318799728,8.290018846932618
1184,Q9UFW8,CGGBP1,0.23014019429683685,0.487318595,0.868380086,1.0,1.800334337,4.523561956057013
1185,P62942,FKBP1A,0.9276260733604431,0.999999996,0.999999992,1.0,5.079177357,7.839203788096944
1186,Q13613,MTMR1,0.22494979202747345,0.497100807,0.806819244,1.0,2.212760105,0.0
1187,Q14512,FGFBP1,0.15232042968273163,0.0,0.066258877,0.0,1.843227013,5.169925001442312
1188,Q8TB37,NUBPL,0.1470164954662323,0.0,0.789786582,1.0,0.332237443,6.539158811108031
1189,Q8TF61,FBXO41,0.25357088446617126,0.0,0.245607741,0.0,3.748076795,3.9068905956085187
1191,Q5TGU0,TSPO2,0.22500471770763397,0.555051415,0.086889862,0.0,0.307285299,4.169925001442312
1192,A6NIE9,PRSS29P,0.13091614842414856,0.0,0.255233195,0.0,0.0,0.0
1193,Q8NA23,WDR31,0.1600034534931183,0.0,0.225627489,0.0,1.110955414,8.164906926675688
1195,A0A1W2PPD8,KDM4F,0.13091614842414856,0.0,0.27125688,0.0,0.0,0.0
1197,Q6UY14,ADAMTSL4,0.1749964952468872,0.131464774,0.299833282,0.0,3.389106572,4.247927513443585
1199,O94915,FRYL,0.5249407887458801,0.339776094,0.720241356,1.0,1.566408807,5.614709844115208
1201,Q96AX2,RAB37,0.6255058646202087,0.999999612,0.999993934,1.0,0.119627536,2.807354922057604
1202,P21728,DRD1,0.1361774504184723,0.0,0.198590206,0.0,2.683012001,7.066089190457772
1203,O95544,NADK,0.13091614842414856,0.0,0.728540402,1.0,3.374450131,0.0
1204,Q8WTZ4,CA5BP1,0.13091614842414856,0.0,0.158905923,0.0,2.566275948,0.0
1206,Q9NZ63,C9orf78,0.938812792301178,0.999061389,0.8525415,1.0,4.840298415,6.247927513443585
1207,Q9NS68,TNFRSF19,0.134944349527359,0.0,0.053012095,0.0,1.433604095,5.044394119358453
1214,Q99967,CITED2,0.14008162915706635,0.0,0.251847735,0.0,5.923749356,5.614709844115208
1216,P27797,CALR,0.9355663657188416,0.999999998,1.0,1.0,8.115563408,8.603626344986193
1217,P20719,HOXA5,0.14500781893730164,0.0,0.076825703,0.0,3.48039391,5.832890014164741
1219,O43763,TLX2,0.14794428646564484,0.0,0.13477214,0.0,0.599644054,4.523561956057013
1220,Q9NY93,DDX56,0.42098885774612427,0.144746422,0.949560597,1.0,5.291747791,8.409390936137703
1221,P42680,TEC,0.376861035823822,0.13612858,0.223103404,0.0,0.581003595,4.754887502163468
1222,Q6IB77,GLYAT,0.22125941514968872,0.486002343,0.17846191,0.0,0.003667258,0.0
1223,Q9GZY8,MFF,0.8188011646270752,0.999529081,0.990650703,1.0,2.992973149,6.321928094887363
1224,Q8N9U9,SPANXA2-OT1,0.22813571989536285,0.505870356,0.069482538,0.0,0.0,0.0
1225,Q9UJY4,GGA2,0.29575371742248535,0.0,0.7370874,1.0,3.215206377,5.954196310386875
1228,P23468,PTPRD,0.18524141609668732,0.328568129,0.815285328,1.0,0.000292591,6.584962500721156
1231,Q8N268,LINC02910,0.13091614842414856,0.0,0.080770957,0.0,0.195834242,0.0
1232,Q5T871,LELP1,0.13616594672203064,0.0,0.0,0.0,0.0,5.832890014164741
1233,P61353,RPL27,0.2609301209449768,0.0,0.286295868,0.0,7.066929543,8.778077129535358
1235,Q5VVX9,UBE2U,0.17876620590686798,0.0,0.236341806,0.0,0.041344893,5.426264754702098
1236,Q6UWE0,LRSAM1,0.9161336421966553,0.974770454,0.745909098,1.0,2.345193447,6.022367813028454
1237,Q92747,ARPC1A,0.7886187434196472,0.886681653,0.951864755,1.0,2.957021134,6.507794640198696
1238,Q92759,GTF2H4,0.19303841888904572,0.0,0.899628829,1.0,0.0,7.599912842187128
1239,Q9H2D6,TRIOBP,0.2996324896812439,0.674640865,0.909585553,1.0,3.239095356,0.0
1240,Q96P66,GPR101,0.13091614842414856,0.0,0.219141623,0.0,0.064689973,0.0
1241,Q6UWJ8,CD164L2,0.13091614842414856,0.0,0.064118001,0.0,0.547079124,0.0
1242,Q8IXM6,NRM,0.23078268766403198,0.0,0.999938853,1.0,0.0,4.247927513443585
1244,Q02978,SLC25A11,0.9387062788009644,0.999994766,0.992462818,1.0,4.65745438,6.20945336562895
1245,Q9BSJ5,C17orf80,0.5762379169464111,0.29021335,0.266959309,0.0,1.933274163,6.087462841250339
1246,Q13740,ALCAM,0.15796785056591034,0.0,0.869517131,1.0,1.502954487,6.672425341971495
1247,Q86UE3,ZNF546,0.29579633474349976,0.736039639,0.292909691,0.0,0.394098687,3.700439718141092
1251,Q7RTY1,SLC16A9,0.13618497550487518,0.0,0.048560331,0.0,0.003938204,4.584962500721156
1252,Q6P047,C8orf74,0.1687006801366806,0.0,0.070109404,0.0,0.058404269,3.169925001442312
1253,Q9Y2H1,STK38L,0.36118951439857483,0.143158038,0.790942369,1.0,1.820172006,5.727920454563199
1256,P69892,HBG2,0.931593656539917,0.999969583,0.997877058,1.0,0.0,0.0
1257,A8MU93,C17orf100,0.13091614842414856,0.0,0.022337913,0.0,0.211376668,0.0
1258,Q8NGN8,OR4A4P,0.13091614842414856,0.0,0.088578942,0.0,0.0,0.0
1262,Q8N6T3,ARFGAP1,0.2714492082595825,0.0,0.905478034,1.0,5.066767028,7.03342300153745
1263,Q99624,SLC38A3,0.1417832225561142,0.0,0.218169151,0.0,0.020499433,5.20945336562895
1264,Q8N2U0,TMEM256,0.636907696723938,0.996472195,0.999360431,1.0,4.648440784,5.321928094887363
1265,P16520,GNB3,0.17147435247898102,0.0,0.995904711,1.0,1.867313071,8.50382573799575
1269,P25786,PSMA1,0.9364010095596313,0.999993956,0.999977058,1.0,1.988840565,8.353146825498083
1271,P35558,PCK1,0.328096479177475,0.228100468,0.851002286,1.0,1.162339938,7.800899899920305
1273,O15254,ACOX3,0.571481466293335,0.929719547,0.997436528,1.0,0.910883885,7.584962500721156
1276,Q08AI6,SLC38A11,0.13585810363292694,0.0,0.155629983,0.0,0.772731681,3.0
1277,P61313,RPL15,0.9355649948120117,0.999993401,0.999996982,1.0,6.870164866,8.861086905995395
1279,Q8IX12,CCAR1,0.918778121471405,0.975403963,0.893400458,1.0,3.236580771,6.700439718141092
1280,Q8NBW4,SLC38A9,0.22675859928131104,0.0,0.18469622,0.0,0.585921312,6.6865005271832185
1282,P62701,RPS4X,0.49140167236328125,0.159230088,0.999999027,1.0,6.529667129,8.86418614465428
1284,O60663,LMX1B,0.20359966158866882,0.41709771,0.050243959,0.0,0.0,6.78135971352466
1287,P51114,FXR1,0.7388808131217957,0.854187255,0.954010313,1.0,2.461822011,7.774787059601174
1289,Q4G112,HSF5,0.27767467498779297,0.0,0.208517994,0.0,0.0,2.807354922057604
1290,P06702,S100A9,0.9395492076873779,1.0,1.0,1.0,5.755447552,7.044394119358453
1292,Q9NPI7,KRCC1,0.18664056062698364,0.17361403,0.228504799,0.0,2.50245648,3.4594316186372973
1293,Q13596,SNX1,0.935565710067749,0.999997166,0.999984317,1.0,2.96197126,6.965784284662087
1294,Q02878,RPL6,0.9393541216850281,0.999241899,0.826132588,1.0,6.677701435,8.96289600533726
1297,P0DUX0,SPDYE10,0.19851474463939667,0.159511115,0.28081311,0.0,0.0,0.0
1298,Q9BQE5,APOL2,0.9334204196929932,0.990194572,0.84757546,1.0,5.084061286,4.087462841250339
1299,O15374,SLC16A4,0.2987119257450104,0.0,0.037642522,0.0,0.58016293,5.672425341971495
1301,P52952,NKX2-5,0.13759347796440125,0.0,0.051398314,0.0,0.190690802,7.475733430966398
1303,Q99607,ELF4,0.16522526741027832,0.0,0.213751383,0.0,3.240047267,4.754887502163468
1305,A8MUP6,GSG1L2,0.21069158613681793,0.197295632,0.055240502,0.0,0.0,0.0
1306,Q92561,PHYHIP,0.13091614842414856,0.0,0.107598213,0.0,1.467154772,0.0
1308,B5MCN3,SEC14L6,0.17842812836170197,0.17045522,0.21785697,0.0,0.041281242,3.0
1309,Q8N7P7,0,0.13091614842414856,0.0,0.083999494,0.0,0.0,0.0
1312,Q16775,HAGH,0.7066152095794678,0.920249466,0.998059844,1.0,2.635298697,5.857980995127572
1313,Q9BV23,ABHD6,0.208025261759758,0.420517624,0.776421836,1.0,1.420739775,0.0
1315,Q14008,CKAP5,0.23436060547828674,0.447631893,0.992758285,1.0,2.939784404,7.6865005271832185
1316,Q8NBN7,RDH13,0.16500133275985718,0.0,0.840759797,1.0,0.010396825,4.954196310386875
1318,Q9H208,OR10A2,0.13091614842414856,0.0,0.024928071,0.0,0.0,0.0
1319,Q86VZ6,JAZF1,0.4802727997303009,0.919207126,0.266916435,0.0,0.271647003,6.584962500721156
1320,Q93015,NAA80,0.1642972081899643,0.0,0.267530963,0.0,3.793472407,4.247927513443585
1322,P05538,HLA-DQB2,0.3332492709159851,0.718632395,0.152149089,0.0,0.0,0.0
1323,Q9BTA0,FAM167B,0.14918136596679688,0.0,0.087938818,0.0,2.591557093,3.0
1324,Q8IZU0,FAM9B,0.14919814467430115,0.0,0.144848084,0.0,0.002475081,3.169925001442312
1325,Q6UWF9,FAM180A,0.1395224779844284,0.0,0.073292897,0.0,0.048128626,3.807354922057604
1327,P30154,PPP2R1B,0.9001708030700684,0.989713816,0.999999391,1.0,2.661343349,7.60733031374961
1330,Q96FV0,LRRC46,0.1634857952594757,0.0,0.049759773,0.0,1.423266666,6.087462841250339
1333,Q8N1G0,ZNF687,0.5177449584007263,0.217225487,0.758617166,1.0,4.509765763,5.247927513443585
1334,Q8N6V4,C10orf53,0.13911893963813782,0.0,0.140152725,0.0,0.0,3.321928094887362
1335,Q8N387,MUC15,0.13091614842414856,0.0,0.105200003,0.0,1.264722367,0.0
1336,Q8NAP1,CASTOR3P,0.15660786628723145,0.0,0.0,0.0,0.0,3.700439718141092
1337,P28331,NDUFS1,0.9390580058097839,0.99995307,0.999993496,1.0,2.481373416,8.129283016944967
1339,P20851,C4BPB,0.16756048798561096,0.0,0.2660842,0.0,4.217868516,5.584962500721156
1341,Q93009,USP7,0.9314937591552734,0.988068544,0.984539168,1.0,3.630448659,8.527477006060396
1342,A0A1B0GU71,CFAP97D2,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1343,A0A087WSZ0,IGKV1D-8,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1345,Q5VXM1,CDCP2,0.13091614842414856,0.0,0.12217512,0.0,0.0,0.0
1346,P56817,BACE1,0.16544973850250244,0.0,0.185257049,0.0,1.844139718,7.599912842187128
1347,P12838,DEFA4,0.14536571502685547,0.0,0.0,0.0,0.0,6.087462841250339
1348,Q96LP6,C12orf42,0.19066113233566284,0.242461962,0.223569486,0.0,0.005193355,3.169925001442312
1349,Q9H967,WDR76,0.5136299133300781,0.288386345,0.247970294,0.0,1.575201061,7.087462841250339
1350,A1L170,C1orf226,0.13485480844974518,0.0,0.293759834,0.0,3.503692301,4.0
1351,Q8N5X7,EIF4E3,0.9310057759284973,0.979903904,0.715939014,1.0,1.338737407,5.754887502163468
1352,P06400,RB1,0.19113785028457642,0.0,0.745106965,1.0,0.887818814,8.400879436282183
1353,Q30KR1,DEFB109B,0.13091614842414856,0.0,0.099899916,0.0,0.0,0.0
1354,Q5T653,MRPL2,0.27931272983551025,0.0,0.763724441,1.0,3.985146143,8.909893083770042
1358,P61088,UBE2N,0.9377922415733337,0.999999793,0.999900495,1.0,3.73529745,8.527477006060396
1362,Q13492,PICALM,0.902153730392456,0.999953088,0.999999854,1.0,2.646025617,7.592457037268081
1363,P21145,MAL,0.28519555926322937,0.0,0.0,0.0,0.174003565,4.321928094887363
1364,A6NGZ8,SMIM9,0.13091614842414856,0.0,0.035725822,0.0,0.0,0.0
1366,Q6PEX7,TEX38,0.13486015796661377,0.0,0.110798993,0.0,0.068568649,4.459431618637297
1367,Q92915,FGF14,0.20420925319194794,0.0,0.290045942,0.0,0.0,5.321928094887363
1369,Q16548,BCL2A1,0.20324793457984924,0.0,0.065888579,0.0,4.107601805,7.03342300153745
1370,Q96A83,COL26A1,0.2122359275817871,0.0,0.235626055,0.0,0.035376552,5.906890595608519
1371,Q9P0M6,MACROH2A2,0.9400640726089478,0.9999628,0.802194319,1.0,0.111753845,6.189824558880018
1372,P08217,CELA2A,0.19579146802425385,0.467141574,0.247796416,0.0,0.042855025,4.700439718141092
1373,A0A0B4J279,TRAV21,0.13091614842414856,0.0,0.063077555,0.0,0.0,0.0
1374,O14734,ACOT8,0.15089160203933716,0.0,0.921365566,1.0,2.941784393,6.569855608330948
1377,A0ZSE6,TMEM30CP,0.13091614842414856,0.0,0.091696624,0.0,0.012814754,0.0
1379,P0DPR3,TRDD1,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1382,Q8NDX6,ZNF740,0.1644486039876938,0.0,0.088366774,0.0,3.076702645,4.169925001442312
1384,O14627,CDX4,0.15696416795253754,0.0,0.110423541,0.0,0.0,4.169925001442312
1386,A6NFI3,ZNF316,0.22804783284664154,0.177247828,0.2918196,0.0,3.912772501,4.087462841250339
1387,Q9BTY7,HGH1,0.39150914549827576,0.848728205,0.997010198,1.0,4.785076477,6.658211482751795
1390,P59537,TAS2R43,0.13930544257164001,0.0,0.021935371,0.0,0.0,5.584962500721156
1391,Q9NP08,HMX1,0.16845931112766266,0.267711173,0.161711957,0.0,0.0,1.584962500721156
1392,A0A0C4DH27,TRGV8,0.13091614842414856,0.0,0.112511369,0.0,0.0,0.0
1394,Q6NZ36,FAAP20,0.20934952795505524,0.267145382,0.282225943,0.0,2.837209758,0.0
1397,Q8IUW3,SPATA2L,0.1388239860534668,0.0,0.157137536,0.0,3.704308955,3.807354922057604
1398,P61201,COPS2,0.7216789126396179,0.981164134,0.940871933,1.0,2.603655204,7.348728154231077
1399,Q5T6S3,PHF19,0.5403140783309937,0.732124515,0.199467654,0.0,2.890102819,6.339850002884624
1401,Q96DM1,PGBD4,0.4828856289386749,0.242443172,0.198389027,0.0,2.888286134,4.087462841250339
1402,Q8TBB0,THAP6,0.14215503633022308,0.0,0.108088712,0.0,1.134194558,5.087462841250339
1403,O95199,RCBTB2,0.22894200682640076,0.178156727,0.299156848,0.0,0.950528755,4.392317422778761
1404,Q96AM1,MRGPRF,0.13091614842414856,0.0,0.051055945,0.0,0.698382955,0.0
1407,Q96B77,TMEM186,0.3441062867641449,0.270123028,0.2711017,0.0,2.265273926,6.285402218862249
1408,P79483,HLA-DRB3,0.9316406846046448,0.999994576,0.821445364,1.0,0.0,0.0
1412,Q6UXN8,CLEC9A,0.14283953607082367,0.0,0.294375099,0.0,0.090881699,5.954196310386875
1414,Q9H0L4,CSTF2T,0.9385443329811096,0.999269506,0.944838191,1.0,4.007787377,6.409390936137702
1415,P24666,ACP1,0.9315944314002991,0.999969997,0.999937612,1.0,5.125354983,0.0
1416,Q8NHJ6,LILRB4,0.26353687047958374,0.0,0.788541358,1.0,0.012626652,5.930737337562887
1417,Q8IU53,CASC2,0.13091614842414856,0.0,0.07808202,0.0,0.1288428,0.0
1418,Q9NZ45,CISD1,0.9367057085037231,0.993191599,0.889925342,1.0,2.337366758,5.930737337562887
1420,Q9UBD9,CLCF1,0.1401960849761963,0.0,0.145632007,0.0,3.872162296,4.247927513443585
1422,Q01534,TSPY1,0.13091614842414856,0.0,0.27874999,0.0,0.0,0.0
1425,Q9BYP9,KRTAP9-9,0.13091614842414856,0.0,0.041963249,0.0,0.0,0.0
1428,Q6ZU67,BEND4,0.19771608710289001,0.53821184,0.16966442,0.0,0.023726737,3.807354922057604
1429,P0DTW3,IGHV1-38-4,0.13091614842414856,0.0,0.236813456,0.0,0.0,0.0
1431,Q96J02,ITCH,0.42086276412010193,0.801085982,0.708245715,1.0,1.942432488,0.0
1432,P21796,VDAC1,0.9316439628601074,0.999996348,0.999999744,1.0,4.612679863,0.0
1433,Q8N2K0,ABHD12,0.3832239508628845,0.839472373,0.998103236,1.0,2.655656301,5.459431618637297
1434,A0A0J9YXV3,GREP1,0.18498340249061584,0.137775194,0.283002203,0.0,0.047730143,0.0
1435,P55735,SEC13,0.9373599886894226,0.999927358,0.998867613,1.0,3.99826275,8.550746785383243
1436,A0A0C4DH68,IGKV2-24,0.13091614842414856,0.0,0.26339038,0.0,0.592511685,0.0
1437,Q96MR7,OBSCN-AS1,0.13091614842414856,0.0,0.0,0.0,0.124345312,0.0
1438,Q9C0H6,KLHL4,0.40799954533576965,0.405184561,0.19952495,0.0,0.004397344,3.584962500721156
1439,Q8NGZ3,OR13G1,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1441,B7Z368,LINC02881,0.20772071182727814,0.385749214,0.054657959,0.0,0.0,0.0
1442,I6L899,GOLGA8R,0.17993438243865967,0.129827377,0.295183371,0.0,0.047941083,0.0
1443,A6NDS4,TBC1D3B,0.13091614842414856,0.0,0.297023558,0.0,0.0,0.0
1445,Q9H5F2,CFAP68,0.14135059714317322,0.0,0.15285932,0.0,0.0,5.321928094887363
1446,Q92783,STAM,0.48492977023124695,0.870608027,0.885345002,1.0,1.630265333,6.9886846867721655
1447,Q9NYZ3,GTSE1,0.3502044379711151,0.209114775,0.195511422,0.0,3.283797702,7.569855608330948
1448,Q9Y279,VSIG4,0.28761550784111023,0.722595384,0.943572846,1.0,3.92015735,6.169925001442312
1449,Q96FZ7,CHMP6,0.9374208450317383,0.999917774,0.98675587,1.0,2.590177713,6.6865005271832185
1451,Q9Y6L6,SLCO1B1,0.16562503576278687,0.139958561,0.281996774,0.0,0.763564027,6.700439718141092
1452,Q9NVP4,DZANK1,0.4216163158416748,0.872104631,0.770430072,1.0,0.610704227,4.087462841250339
1453,Q53GS9,USP39,0.5368219017982483,0.948032193,0.987298114,1.0,3.172373324,7.219168520462161
1455,O75474,FRAT2,0.291589617729187,0.472478297,0.24855602,0.0,5.298643664,5.0
1458,Q9H9T3,ELP3,0.3735223412513733,0.241234559,0.730196497,1.0,1.547301572,7.491853096329675
1459,O95744,PMS2P2,0.24172639846801758,0.54675595,0.064100991,0.0,0.122133822,0.0
1460,P31153,MAT2A,0.5557706952095032,0.951942411,0.948958324,1.0,6.856067999,7.076815597050831
1461,Q6IQ16,SPOPL,0.6005551218986511,0.45371857,0.281667666,0.0,1.283734834,6.6293566200796095
1465,P0CG24,ZNF883,0.13091614842414856,0.0,0.065843403,0.0,4.37266351,0.0
1466,Q9P253,VPS18,0.5005710124969482,0.266684629,0.845563962,1.0,3.749305443,6.614709844115208
1468,Q6AI14,SLC9A4,0.1587453931570053,0.0,0.210617821,0.0,0.343400298,4.584962500721156
1469,Q3B7S5,SMIM21,0.1367606520652771,0.0,0.024591768,0.0,0.0,4.523561956057013
1470,Q9Y5K2,KLK4,0.19193223118782043,0.0,0.093691452,0.0,0.064553353,6.807354922057604
1472,Q9P1W3,TMEM63C,0.14191174507141113,0.0,0.269426878,0.0,0.025556649,4.643856189774724
1473,Q9HAT0,ROPN1,0.14325639605522156,0.0,0.200549658,0.0,0.0,5.523561956057013
1474,Q9ULB1,NRXN1,0.21270152926445007,0.387266701,0.767972239,1.0,0.0,8.092757140919852
1475,Q8NGN2,OR10S1,0.14259321987628937,0.0,0.128747065,0.0,0.0,4.459431618637297
1477,Q8NGJ6,OR51A4,0.18863767385482788,0.144176564,0.063208389,0.0,0.0,0.0
1479,Q9H7T3,C10orf95,0.13091614842414856,0.0,0.242504707,0.0,3.189005828,0.0
1480,Q3LI68,KRTAP22-2,0.13091614842414856,0.0,0.136851933,0.0,0.0,0.0
1482,Q06828,FMOD,0.5378950834274292,0.953501912,0.163348467,0.0,2.050171971,7.022367813028454
1483,Q9NUN5,LMBRD1,0.13091614842414856,0.0,0.080557488,0.0,0.76872691,0.0
1484,Q4VC31,MIX23,0.9389098882675171,0.997585269,0.995207857,1.0,2.621939145,5.087462841250339
1485,Q96FJ2,DYNLL2,0.9167789220809937,0.999938106,0.844559426,1.0,4.846708853,7.392317422778761
1486,A0A0J9YXM7,TRBJ1-5,0.13091614842414856,0.0,0.0,0.0,0.0,0.0
1487,Q13277,STX3,0.23941411077976227,0.0,0.959041273,1.0,2.652657195,6.569855608330948
1489,Q92600,CNOT9,0.13091614842414856,0.0,0.998734082,1.0,3.456936173,0.0
1492,Q9UNF0,PACSIN2,0.41827571392059326,0.176232934,0.936383946,1.0,2.550367231,6.108524456778169
1496,A0A576,TRBV3-1,0.13091614842414856,0.0,0.08223864,0.0,0.0,0.0
1497,P32314,FOXN2,0.19263829290866852,0.0,0.208220764,0.0,1.692315744,4.459431618637297
1498,C9JRZ8,AKR1B15,0.6845298409461975,0.714382489,0.719444772,1.0,0.053222059,4.321928094887363
1500,Q6NYC8,PPP1R18,0.9308724999427795,0.999592162,0.853392071,1.0,0.0,0.0
1501,C4AMC7,WASH3P,0.5986523628234863,0.924662984,0.833800848,1.0,2.696570368,0.0
